60.0000 165.0412 1 80.0000 0.0000 2 0.1721 2.6162 1.1413 0.0409 0.0757 0.0285
60.0000 165.0412 1 80.0000 0.0000 2 0.1180 2.7630 1.3137 0.1762 0.0555 0.0579
60.0000 165.0412 1 80.0000 0.0000 2 0.1481 2.6703 1.2253 0.1928 0.0659 0.0536
60.0000 165.0412 1 80.0000 0.0000 2 0.1035 2.5812 1.2711 0.0962 0.0670 0.0309
60.0000 165.0412 1 80.0000 0.0000 2 0.1596 2.6133 1.4029 0.1406 0.0589 0.0277
60.0000 165.0412 1 80.0000 0.0000 2 0.1004 2.5471 1.3381 0.1555 0.0811 0.0682
60.0000 165.0412 1 80.0000 0.0000 2 0.1538 2.7233 1.2486 0.1859 0.0611 0.0385
60.0000 165.0412 1 80.0000 0.0000 2 0.1139 2.6820 1.2313 0.2428 0.0696 0.0377
60.0000 165.0412 1 80.0000 0.0000 2 0.1107 2.6249 1.2906 0.2632 0.0630 0.0785
60.0000 165.0412 1 80.0000 0.0000 2 0.2053 2.5235 1.1009 0.1812 0.0727 0.0458
60.0000 165.0412 1 80.0000 0.0000 2 0.1700 2.5206 1.2423 0.1682 0.0500 0.0468
60.0000 165.0412 1 80.0000 0.0000 2 0.1274 2.6280 1.2086 0.2700 0.0405 0.0436
60.0000 165.0412 1 80.0000 0.0000 2 0.1249 2.6968 1.2670 0.1884 0.0648 0.0484
60.0000 165.0412 1 80.0000 0.0000 2 0.1605 2.6602 1.2118 0.2015 0.0537 -0.0019
60.0000 165.0412 1 80.0000 0.0000 2 0.1282 2.6365 1.2535 0.1570 0.0545 0.0527
60.0000 165.0412 1 80.0000 0.0000 2 0.1416 2.7208 1.1133 0.2078 0.0776 0.0507
60.0000 165.0412 1 80.0000 0.0000 2 0.1562 2.7348 1.1775 0.2037 0.0596 0.0354
60.0000 165.0412 1 80.0000 0.0000 2 0.1495 2.7027 1.3349 0.1271 0.0571 0.0700
60.0000 165.0412 1 80.0000 0.0000 2 0.1502 2.5403 1.1324 0.2083 0.0708 0.0671
60.0000 165.0412 1 80.0000 0.0000 2 0.1224 2.5908 1.2401 0.2165 0.0482 0.0809
60.0000 165.0412 1 80.0000 0.0000 2 0.1262 2.7131 1.1752 0.2379 0.0651 0.0746
60.0000 165.0412 1 80.0000 0.0000 2 0.1390 2.6503 1.1858 0.2248 0.0626 0.0656
60.0000 165.0412 1 80.0000 0.0000 2 0.1548 2.5835 1.1906 0.2273 0.0674 0.0553
60.0000 165.0412 1 80.0000 0.0000 2 0.1112 2.5003 1.2007 0.1492 0.0519 0.0592
60.0000 165.0412 1 80.0000 0.0000 2 0.1621 2.6422 1.2188 0.1935 0.0741 0.0639
60.0000 165.0412 1 80.0000 0.0000 2 0.1751 2.6460 1.2794 0.2793 0.0832 0.0245
60.0000 165.0412 1 80.0000 0.0000 2 0.1335 2.6652 1.3586 0.1987 0.0782 0.0517
60.0000 165.0412 1 80.0000 0.0000 2 0.1456 2.5650 1.3200 0.2350 0.0703 0.0493
60.0000 165.0412 1 80.0000 0.0000 2 0.1463 2.5538 1.3522 0.1427 0.0644 0.0729
60.0000 165.0412 1 80.0000 0.0000 2 0.1587 2.5665 1.3238 0.1839 0.0911 0.0408
60.0000 165.0412 1 80.0000 0.0000 2 0.1312 2.6345 1.1647 0.1725 0.0720 0.0917
60.0000 165.0412 1 80.0000 0.0000 2 0.1522 2.5984 1.2353 0.1159 0.0733 0.0617
60.0000 165.0412 1 80.0000 0.0000 2 0.1299 2.6725 1.1973 0.2327 0.0421 0.0498
60.0000 165.0412 1 80.0000 0.0000 2 0.1358 2.6880 1.1691 0.2146 0.0617 0.0662
60.0000 165.0412 1 80.0000 0.0000 2 0.1664 2.5735 1.0968 0.2600 0.0767 0.0605
60.0000 165.0412 1 80.0000 0.0000 2 0.1370 2.6075 1.3931 0.2127 0.0687 0.0445
60.0000 165.0412 1 80.0000 0.0000 2 0.1449 2.7374 1.2985 0.2535 0.0619 0.0575
60.0000 165.0412 1 80.0000 0.0000 2 0.1800 2.6572 1.3730 0.1652 0.0640 0.0334
60.0000 165.0412 1 80.0000 0.0000 2 0.0935 2.7718 1.0629 0.2234 0.0798 0.0562
60.0000 165.0412 1 80.0000 0.0000 2 0.1831 2.7528 1.1547 0.1610 0.0593 0.0421
60.0000 165.0412 1 80.0000 0.0000 2 0.1678 2.7880 1.2222 0.1456 0.0603 0.0595
60.0000 165.0412 1 80.0000 0.0000 2 0.1639 2.6936 1.5062 0.2494 0.0503 0.0543
60.0000 165.0412 1 80.0000 0.0000 2 0.1413 2.5969 1.2865 0.1641 0.0531 0.0879
60.0000 165.0412 1 80.0000 0.0000 2 0.1355 2.6776 1.2927 0.1314 0.0662 0.0360
60.0000 165.0412 1 80.0000 0.0000 2 0.1397 2.6517 1.2605 0.1747 0.0710 0.0632
60.0000 165.0412 1 80.0000 0.0000 2 0.1198 2.6031 1.2040 0.2210 0.0563 0.0194
60.0000 165.0412 1 80.0000 0.0000 2 0.1517 2.7068 1.2571 0.2988 0.0461 0.0716
60.0000 165.0412 1 80.0000 0.0000 2 0.1218 2.8346 1.3078 0.1971 0.0581 0.0774
60.0000 165.0412 1 80.0000 0.0000 2 0.1438 2.4656 1.2745 0.1219 0.0683 0.0396
60.0000 165.0412 1 80.0000 0.0000 2 0.1325 2.6229 1.1504 0.1800 0.0570 0.0454
