8856.4730 6237.9453 13462.7414 909409.5477 5152.4986 4633.0268 8251.0210 8856.4730 1919.3481 966779.0750
795466.4160 844254.1793 760928.0853 37792958264.4917 13135.6256 917324.8328 782873.0223 795466.4160 931821.6264 37798799534.6955
8751.3369 6121.8820 13375.8193 680379.5756 5124.8282 4583.6702 8100.6631 8751.3369 1876.5688 737065.6811
8716.9711 6118.5594 13334.1713 416794.4113 5122.3277 4647.6458 8075.2567 8716.9711 1874.0150 473400.3294
8709.8186 6103.4924 13323.6807 340083.8947 5120.4806 4630.2315 8049.0270 8709.8186 1864.0823 396594.5264
8711.0089 6069.2466 13315.7028 270749.6079 5118.4952 4556.4680 7993.1906 8711.0089 1838.4495 327063.1784
8719.6355 6017.5124 13302.9393 241333.0544 5117.3982 4439.9589 7908.4952 8719.6355 1798.7295 297357.3589
8721.7737 5996.3742 13300.1562 213477.1361 5117.4656 4391.5904 7873.2861 8721.7737 1781.7710 269381.3269
8720.5161 5971.6987 13290.5078 198554.6764 5117.7051 4345.1235 7829.2685 8720.5161 1762.4665 254312.4788
8714.2883 5927.8206 13275.1510 182815.3184 5117.5478 4269.0843 7752.7282 8714.2883 1729.6469 238315.8739
8685.7408 5831.6302 13229.0514 170273.4034 5116.2900 4124.6096 7584.2512 8685.7408 1662.5284 225193.2458
8673.2926 5783.5960 13222.7877 155406.9015 5115.4517 4049.1681 7503.9388 8673.2926 1628.6651 210057.0941
8664.8716 5766.7749 13219.1636 149726.6820 5114.7776 4028.1432 7476.1032 8664.8716 1617.9218 204279.3095
8640.2219 5715.2619 13201.1076 141574.5504 5113.1948 3964.6126 7386.8140 8640.2219 1584.6487 195820.6339
8605.4236 5630.0193 13178.2826 135993.5713 5110.8754 3860.5720 7235.4051 8605.4236 1529.2806 189748.8534
8583.0059 5582.6811 13157.3153 128744.2625 5109.6428 3806.6029 7147.3133 8583.0059 1499.2730 182213.1025
8563.4314 5539.5240 13137.8555 124343.8096 5108.4818 3761.2092 7064.8049 8563.4314 1472.4013 177554.9490
8543.5384 5498.3114 13118.5285 121238.0533 5107.1286 3721.2870 6984.5275 8543.5384 1447.3463 174202.2595
8496.6479 5414.0364 13074.2135 118070.9910 5103.9423 3648.1466 6819.2641 8496.6479 1398.2271 170522.1168
8466.5211 5362.0047 13045.6698 114544.8199 5101.9008 3602.9373 6714.9806 8466.5211 1368.4288 166673.7840
8451.6005 5341.8186 13030.0419 112662.7501 5100.8362 3587.8564 6673.3382 8451.6005 1357.2181 164657.0605
8419.3467 5295.9966 12995.0358 110356.3847 5098.5243 3553.0591 6577.0586 8419.3467 1331.8812 162046.6336
8367.2265 5216.7953 12939.1888 108771.6366 5095.0063 3490.7690 6409.5494 8367.2265 1288.9660 159946.3644
8338.8949 5170.7386 12909.5425 106610.2334 5092.9844 3454.1141 6309.8668 8338.8949 1264.5456 157489.8151
8299.9473 5103.9696 12869.0450 104673.3388 5090.1188 3401.3207 6162.5679 8299.9473 1230.0981 155130.3535
8271.4144 5055.0326 12841.4090 103489.4881 5087.8402 3363.8692 6052.5129 8271.4144 1205.7539 153638.7346
8206.0342 4943.3157 12779.3205 101940.2894 5082.2835 3283.3515 5795.0640 8206.0342 1153.4667 151389.1598
8172.2042 4889.1496 12753.4084 100053.8583 5079.1775 3247.2172 5668.0401 8172.2042 1130.0681 149165.3277
8152.3125 4858.4356 12738.8814 98538.1045 5077.0307 3227.2727 5596.7392 8152.3125 1117.5291 147458.6182
8117.8408 4805.7619 12715.4474 96860.6892 5073.3299 3193.4695 5474.2104 8117.8408 1096.9776 145455.5676
8065.7194 4721.3393 12686.7754 95619.0064 5067.8436 3137.1217 5273.8588 8065.7194 1065.8419 143703.2260
8039.6860 4678.8896 12675.0725 94104.2782 5065.1255 3109.6040 5170.5633 8039.6860 1051.4833 141934.3884
8004.7062 4620.7304 12663.7781 92726.4695 5061.3189 3072.7246 5027.1132 8004.7062 1033.3814 140214.9285
7981.4934 4581.5148 12658.9466 91783.0599 5058.3616 3048.4076 4930.0514 7981.4934 1022.2097 139045.5383
7928.9037 4492.5868 12654.3649 90365.8341 5050.8848 2997.3717 4708.0165 7928.9037 1000.6939 137127.5602
7907.0687 4455.8004 12654.4843 89054.8318 5046.9678 2977.3364 4618.2309 7907.0687 993.0178 135614.8069
7906.5799 4454.3256 12652.4246 88060.3482 5046.0557 2975.7440 4620.2638 7906.5799 992.1490 134614.4707
7899.9385 4441.4342 12648.6073 86934.1899 5043.6478 2967.1485 4597.4196 7899.9385 988.6805 133421.0048
7880.9114 4406.8078 12646.3913 85994.5306 5039.4394 2946.5703 4516.4304 7880.9114 981.9371 132293.9297
7851.2028 4352.2495 12647.3972 84807.1003 5033.3109 2915.7884 4383.8908 7851.2028 973.2743 130815.4169
7824.4044 4302.2668 12651.0047 83705.7005 5027.4061 2887.1730 4259.0856 7824.4044 967.6137 129449.0593
7798.0513 4255.8931 12656.2807 82637.6465 5021.7482 2864.1816 4143.5101 7798.0513 964.3268 128139.6896
